emotion,sentence
disgusted,وضعیت ناپاک و کثیف او من را به ستوه می‌آورد.
disgusted,عدم توجه به بهداشت شخصی نشان دهندهٔ نگرانی‌های جدی است.
disgusted,احساس بی‌ارامی از آلودگی و ناپاکی محیط اطرافم مرا تسخیر کرده است.
disgusted,بوی ناخوشایند و بی‌تمیزی او تمام احساساتم را در هم می‌پیچاند.
disgusted,او به بهداشت شخصی خود احترامی نمی‌گذارد و این وضعیت را تحمل نمی‌کنم.
disgusted,احساس انتقام به دلم می‌نشیند وقتی با شخصی غیربهداشتی در ارتباط هستم.
disgusted,این همه آشغال و ناپاکی در دور و برم واقعاً آزاردهنده است.
disgusted,به طور قاطع از دیدن محیط‌های ناخوشایند و کثیف انزجار می‌ورزم.
disgusted,وضعیت ناهنجار و نادرست او در احترام به بهداشت و نظافت مرا ناراحت می‌کند.
disgusted,احساس تنفر از کثیفی و آلودگی او مرا به لرزه درمی‌آورد.
disgusted,بوی بد بدن او تمام حساسیت‌هایم را برانگیزانده است.
disgusted,او بهداشت شخصی خود را نادیده می‌گیرد و این وضعیت برایم ناپذیر است.
disgusted,تمام این ناهنجاری و کثیفی در اطرافم مرا به تنفر می‌اندازد.
disgusted,بی‌توجهی به بهداشت شخصی می‌تواند عوامل شیوع بیماری‌ها باشد و این واقعاً نگران‌کننده است.
disgusted,احساس نفرت و انزجار را به دل می‌گیرم وقتی با شخصی غیربهداشتی روبه‌رو می‌شوم.
disgusted,نگرانم از انتقال عفونت‌ها به دلیل کثیفی و ناهنجاری بهداشتی.
disgusted,وقتی با یک فرد ناخوشایند در تماس هستم، احساس اشکال و بیماری می‌کنم.
disgusted,بوی بد از بدن او، تمام تمرکزم را می‌گیرد.
disgusted,او به بهداشت شخصی خود اهمیتی نمی‌دهد و این وضعیت مرا ناخوشایند می‌کند.
disgusted,احساس نفرت از آلودگی و کثیفی او مرا تسخیر کرده است.
disgusted,تمام این بهداشت ناکافی در محیط کار باعث احساس بی‌آرامی می‌شود.
disgusted,بوی نامطبوع اطرافم من را به سمت دوری می‌کشاند.
disgusted,تمام این آلودگی و کثیفی‌ها احساس ناراحتی را در من ایجاد می‌کنند.
disgusted,عدم توجه به بهداشت شخصی می‌تواند عواقب جبران‌ناپذیری داشته باشد.
disgusted,وضعیت ناپاک و نادرست اطرافم حس ناراحتی و بی‌آرامی را در من برانگیزانده است.
disgusted,بوی بد اطرافم هوا را ناخوشایند و ناراحت کننده می‌کند.
disgusted,آلودگی در محیط اطرافم احساس آشفتگی و نفرت را در من برانگیزانده است.
disgusted,عدم توجه به بهداشت شخصی نشانه بی‌احترامی به سلامتی خود و دیگران است.
disgusted,محیط ناپاک و ناخوشایند حالت عصبانیت و بدخلقی را در من ایجاد می‌کند.
disgusted,بوی ناخوشایند اطرافم حس نفرت و عدم راحتی را در من برانگیزانده است.
disgusted,بهداشت شخصی به عنوان یک وظیفه مسئولانه باید انجام شود.
disgusted,تمام این آلودگی و کثیفی‌ها حس بی‌رحمی و بی‌ارامش را در من برانگیزانده‌اند.
disgusted,عدم تمیزی اطرافم حس نفرت و تنفر را در من ایجاد می‌کند.
disgusted,بوی ناخوشایند و ناپاکی اطرافم بر عصبانیتم تأثیر می‌گذارد.
disgusted,اهمال بهداشت شخصی نشانه بی‌احترامی به خود و به دیگران است.
disgusted,آشغال‌ها و کثیفی‌ها در اطرافم حس بدبویی و آلودگی را در من برانگیزانده‌اند.
disgusted,عدم توجه به بهداشت شخصی موجب خطرات جدی بهداشتی می‌شود.
disgusted,وضعیت ناپاک و نادرست اطرافم حس نفرت و بدبویی را در من برانگیزانده است.
disgusted,بوی بد اطرافم هوا را آلوده و نامطبوع می‌کند.
disgusted,آلودگی در محیط اطرافم احساس نفرت و تهمت را در من برانگیزانده است.
disgusted,عدم توجه به بهداشت شخصی موجب عدم احترام به سلامتی و بهبودی است.
disgusted,محیط ناپاک و ناخوشایند حس آزردگی و ناراحتی را در من ایجاد می‌کند.
disgusted,بوی ناخوشایند اطرافم حس تنفر و عدم آرامش را در من برانگیزانده است.
disgusted,بهداشت شخصی نقش مهمی در بهبود کیفیت زندگی افراد دارد.
disgusted,تمام این آشغال‌ها و آلودگی‌ها حس نفرت و آشفتگی را در من برانگیزانده‌اند.
disgusted,عدم توجه به بهداشت شخصی می‌تواند به عواقب جبران‌ناپذیری منجر شود.
disgusted,وضعیت ناپاک و نادرست اطرافم حس ناراحتی و نفرت را در من برانگیزانده است.
disgusted,بوی بد اطرافم هوا را ناگوار و نازیبا می‌کند.
